;;mm;C;%;mm/10cm;mm/10cm;mm/10cm;mm/10cm;mm/10cm
Date;Hour;Rain ;Temperature ;RH ;Water mm   (-10cm);Water mm   (-30cm);Water mm   (-50cm);Water mm   (-70cm);Water mm   (-90cm)
10/1/2019;00:30:00;0;25.55;89.7;-8.16;33.6;29.6;20.25;20.63
10/1/2019;01:00:00;0;25.06;92.7;-8.14;33.58;29.61;20.25;20.64
10/1/2019;01:30:00;0;24.9;91.8;-8.16;33.56;29.6;20.26;20.64
10/1/2019;02:00:00;0;24.36;94.8;-8.14;33.54;29.6;20.26;20.64
10/1/2019;02:30:00;0;23.93;95.3;-8.11;33.54;29.6;20.26;20.64
10/1/2019;03:00:00;0;23.71;96;-8.11;33.54;29.6;20.27;20.63
10/1/2019;03:30:00;0;23.66;96.5;-8.13;33.53;29.6;20.26;20.64
10/1/2019;04:00:00;0;23.45;96.7;-8.16;33.51;29.61;20.27;20.64
10/1/2019;04:30:00;0;23.64;96.8;-8.2;33.49;29.6;20.27;20.66
10/1/2019;05:00:00;0;23.42;97.7;-8.2;33.49;29.58;20.27;20.64
10/1/2019;05:30:00;0;23.35;97.5;-8.21;33.47;29.6;20.28;20.66
10/1/2019;06:00:00;0;23.26;97.8;-8.21;33.47;29.6;20.27;20.64
10/1/2019;06:30:00;0;23.21;98.1;-8.14;33.47;29.6;20.27;20.64
10/1/2019;07:00:00;0;23.35;99;-8.02;33.46;29.58;20.27;20.64
10/1/2019;07:30:00;0;23.38;98.5;-7.91;33.44;29.6;20.26;20.64
10/1/2019;08:00:00;0;23.35;99;-7.84;33.44;29.56;20.25;20.62
10/1/2019;08:30:00;0;23.66;99.2;-7.73;33.42;29.55;20.23;20.61
10/1/2019;09:00:00;0;23.69;98.9;-7.66;33.4;29.53;20.21;20.58
10/1/2019;09:30:00;0;23.57;98.7;-7.7;33.39;29.52;20.18;20.57
10/1/2019;10:00:00;0;23.18;98.8;-7.54;33.39;29.5;20.16;20.54
10/1/2019;10:30:00;0;22.9;99;-7.55;33.39;29.47;20.13;20.51
10/1/2019;11:00:00;0;22.82;99;-7.46;33.35;29.45;20.1;20.49
10/1/2019;11:30:00;0;22.66;99.2;-7.52;33.35;29.42;20.09;20.47
10/1/2019;12:00:00;0;22.92;99.3;-7.43;33.33;29.39;20.04;20.45
10/1/2019;12:30:00;0;23.28;99.3;-7.41;33.33;29.37;20.01;20.42
10/1/2019;13:00:00;0;24.39;99.1;-7.54;33.3;29.35;19.98;20.41
10/1/2019;13:30:00;0;25.53;96.7;-7.77;33.28;29.34;19.98;20.42
10/1/2019;14:00:00;0;26.06;95.2;-7.86;33.26;29.32;19.96;20.43
10/1/2019;14:30:00;0;26.94;92.9;-7.82;33.28;29.32;19.98;20.43
10/1/2019;15:00:00;0;29.41;88.4;-7.88;33.26;29.32;19.98;20.45
10/1/2019;15:30:00;0;27.85;89.9;-7.86;33.25;29.31;19.98;20.46
10/1/2019;16:00:00;0;29.87;84;-7.86;33.23;29.31;19.96;20.46
10/1/2019;16:30:00;0;29.44;83.3;-7.89;33.23;29.32;19.98;20.47
10/1/2019;17:00:00;0;30.75;77.8;-7.91;33.21;29.31;19.99;20.49
10/1/2019;17:30:00;0;29.66;78.1;-7.95;33.19;29.31;19.98;20.49
10/1/2019;18:00:00;0;30.32;82.1;-7.84;33.26;29.32;20;20.5
10/1/2019;18:30:00;0;30.12;79.5;-7.86;33.74;29.34;20;20.5
10/1/2019;19:00:00;0;29.02;81.4;-7.98;34.4;29.34;20.01;20.49
10/1/2019;19:30:00;0;27.01;86;-8.04;34.93;29.35;20.01;20.49
10/1/2019;20:00:00;0.2;26.43;92.2;-8.04;35.09;29.37;20.01;20.51
10/1/2019;20:30:00;0;26.84;90.2;-8.04;35.11;29.37;20.02;20.5
10/1/2019;21:00:00;0;26.43;92.8;-8.02;35.09;29.39;20.02;20.51
10/1/2019;21:30:00;0;26.43;93.2;-8.04;35.09;29.39;20.02;20.53
10/1/2019;22:00:00;0;26.26;94.1;-8.05;35.05;29.39;20.02;20.53
10/1/2019;22:30:00;0;26.23;94.1;-8.04;35.05;29.4;20.02;20.54
10/1/2019;23:00:00;0;25.74;94.9;-8.05;35.04;29.42;20.02;20.54
10/1/2019;23:30:00;0;25.23;95.1;-8.05;35.02;29.44;20.02;20.54
10/2/2019;00:00:00;4.6;24.27;98.4;-8.07;35;29.45;20.04;20.55
10/2/2019;00:30:00;2.6;23.93;99;-8.09;34.98;29.47;20.05;20.55
10/2/2019;01:00:00;1.6;23.45;99.1;-8.11;34.96;29.48;20.04;20.55
10/2/2019;01:30:00;0;23.33;99.3;-8.13;34.96;29.5;20.05;20.55
10/2/2019;02:00:00;0;23.38;99.4;-8.14;34.95;29.52;20.05;20.55
10/2/2019;02:30:00;0;23.57;100;-8.16;34.93;29.53;20.06;20.57
10/2/2019;03:00:00;0;23.57;100;-8.14;34.91;29.55;20.06;20.57
10/2/2019;03:30:00;0;23.54;100;-8.14;34.91;29.55;20.06;20.57
10/2/2019;04:00:00;0;23.62;100;-8.16;34.89;29.58;20.06;20.58
10/2/2019;04:30:00;0;23.57;100;-8.18;34.88;29.58;20.06;20.58
10/2/2019;05:00:00;0;23.5;100;-8.21;34.86;29.6;20.06;20.58
10/2/2019;05:30:00;0;23.54;100;-8.21;34.86;29.61;20.06;20.58
10/2/2019;06:00:00;0;23.52;100;-8.2;34.84;29.63;20.06;20.58
10/2/2019;06:30:00;0;23.47;100;-8.14;34.82;29.63;20.07;20.58
10/2/2019;07:00:00;0;23.4;100;-8.09;34.82;29.63;20.07;20.57
10/2/2019;07:30:00;0;23.33;100;-8.02;34.81;29.65;20.07;20.58
10/2/2019;08:00:00;0;23.18;100;-7.95;34.81;29.66;20.07;20.57
10/2/2019;08:30:00;0;23.16;100;-7.88;34.81;29.65;20.06;20.55
10/2/2019;09:00:00;0;23.14;100;-7.86;34.77;29.65;20.05;20.54
10/2/2019;09:30:00;0;23.11;100;-7.82;34.77;29.65;20.04;20.53
10/2/2019;10:00:00;0;22.99;100;-7.79;34.77;29.61;20.01;20.51
10/2/2019;10:30:00;0;22.82;100;-7.64;34.75;29.61;20;20.49
10/2/2019;11:00:00;0;22.58;100;-7.68;34.74;29.58;19.98;20.47
10/2/2019;11:30:00;0;22.47;100;-7.63;34.74;29.6;19.98;20.49
10/2/2019;12:00:00;0;22.54;100;-7.59;35.32;29.58;19.98;20.47
10/2/2019;12:30:00;0;23.04;100;-7.57;35.51;29.61;20;20.47
10/2/2019;13:00:00;0;23.59;100;-7.39;35.81;29.63;19.99;20.49
10/2/2019;13:30:00;0;24.19;100;-7.63;36.19;30.15;20.01;20.49
10/2/2019;14:00:00;0;25.23;99.3;-7.68;36.21;31.16;20.1;20.5
10/2/2019;14:30:00;0;25.89;97.9;-7.71;36.05;31.18;20.72;20.51
10/2/2019;15:00:00;0;26.23;96.4;-7.77;35.91;31.16;21.95;20.53
10/2/2019;15:30:00;0;26.6;95.5;-7.77;35.89;31.15;22.39;20.55
10/2/2019;16:00:00;0;26.87;95.2;-7.7;35.91;31.15;22.53;20.62
10/2/2019;16:30:00;0;29.51;89.1;-7.71;35.88;31.15;22.59;20.74
10/2/2019;17:00:00;0;28.3;90;-7.79;35.81;31.15;22.58;21.01
10/2/2019;17:30:00;0.4;26.45;94.7;-7.79;35.77;31.11;22.56;21.43
10/2/2019;18:00:00;4;27.31;97.5;-7.88;35.72;31.1;22.53;21.87
10/2/2019;18:30:00;0.8;26.35;98.2;-7.91;35.68;31.08;22.49;22.13
10/2/2019;19:00:00;1.4;26.38;98.3;-7.93;35.63;31.08;22.45;22.3
10/2/2019;19:30:00;4.4;25.4;99.4;-7.95;35.61;31.05;22.42;22.38
10/2/2019;20:00:00;2;25.09;99.8;-7.96;35.58;31.05;22.38;22.43
10/2/2019;20:30:00;0;25.45;99.8;-7.98;35.53;31.03;22.33;22.46
10/2/2019;21:00:00;0;25.38;100;-7.96;35.51;31.02;22.29;22.47
10/2/2019;21:30:00;0.4;24.99;100;-8.02;35.47;31;22.27;22.47
10/2/2019;22:00:00;0.6;24.97;99.9;-8;35.46;31;22.23;22.47
10/2/2019;22:30:00;0;24.94;100;-8.02;35.44;30.97;22.21;22.46
10/2/2019;23:00:00;0;24.58;100;-8.02;35.4;30.97;22.18;22.46
10/2/2019;23:30:00;0.4;24.44;100;-8;35.39;30.94;22.16;22.43
10/3/2019;00:00:00;0;24.19;100;-8;35.35;30.94;22.13;22.43
10/3/2019;00:30:00;0;24.15;100;-7.98;35.35;30.94;22.11;22.42
10/3/2019;01:00:00;0;23.88;100;-7.98;35.33;30.9;22.09;22.42
10/3/2019;01:30:00;0;23.74;100;-7.98;35.32;30.9;22.07;22.39
10/3/2019;02:00:00;0;23.76;100;-8.05;35.3;30.9;22.05;22.38
10/3/2019;02:30:00;0;23.74;100;-8.04;35.28;30.87;22.02;22.38
10/3/2019;03:00:00;0;23.74;100;-8.02;35.26;30.87;22.01;22.36
10/3/2019;03:30:00;0;23.64;100;-8.04;35.25;30.85;22;22.36
10/3/2019;04:00:00;0;23.64;100;-8.09;35.23;30.84;21.98;22.34
10/3/2019;04:30:00;0;23.59;100;-8.13;35.23;30.84;21.96;22.33
10/3/2019;05:00:00;0;23.57;100;-8.13;35.19;30.82;21.96;22.32
10/3/2019;05:30:00;0;23.47;100;-8.11;35.19;30.82;21.95;22.3
10/3/2019;06:00:00;0;23.57;100;-8.13;35.18;30.82;21.93;22.29
10/3/2019;06:30:00;0;23.64;100;-8.05;35.16;30.81;21.91;22.28
10/3/2019;07:00:00;0;23.64;100;-8;35.16;30.79;21.9;22.28
10/3/2019;07:30:00;0;23.66;100;-7.98;35.16;30.79;21.88;22.26
10/3/2019;08:00:00;0;23.5;100;-7.91;35.14;30.77;21.87;22.24
10/3/2019;08:30:00;0;23.33;100;-7.84;35.14;30.76;21.84;22.21
10/3/2019;09:00:00;0;23.54;100;-7.8;35.12;30.73;21.79;22.17
10/3/2019;09:30:00;0;23.42;100;-7.71;35.11;30.71;21.75;22.12
10/3/2019;10:00:00;0;23.4;100;-7.66;35.09;30.69;21.71;22.05
10/3/2019;10:30:00;0;23.16;100;-7.63;35.09;30.65;21.66;22.01
10/3/2019;11:00:00;0;23.02;100;-7.59;35.07;30.63;21.63;21.97
10/3/2019;11:30:00;0;23.09;100;-7.52;35.05;30.6;21.58;21.92
10/3/2019;12:00:00;0;23.11;100;-7.54;35.04;30.58;21.53;21.88
10/3/2019;12:30:00;0;23.54;100;-7.57;35.02;30.55;21.51;21.86
10/3/2019;13:00:00;0;24.12;100;-7.68;35.02;30.52;21.48;21.86
10/3/2019;13:30:00;0;24.48;100;-7.79;35;30.5;21.47;21.84
10/3/2019;14:00:00;0;24.9;100;-7.88;35.07;30.5;21.47;21.84
10/3/2019;14:30:00;0;25.91;100;-7.75;35.35;30.5;21.47;21.84
10/3/2019;15:00:00;0;26.82;96.2;-7.82;35.63;30.52;21.48;21.86
10/3/2019;15:30:00;0;28.17;94;-7.88;35.7;30.58;21.5;21.84
10/3/2019;16:00:00;0;28.22;92.5;-7.86;35.86;30.63;21.51;21.86
10/3/2019;16:30:00;0;29.09;88.9;-7.84;35.98;30.77;21.52;21.86
10/3/2019;17:00:00;0;29.74;88;-7.84;35.96;30.97;21.6;21.84
10/3/2019;17:30:00;0;30.44;83.9;-7.88;35.91;31.03;21.75;21.86
10/3/2019;18:00:00;0;29.66;82.1;-7.88;35.86;31.06;21.99;21.87
10/3/2019;18:30:00;0;29.46;89.6;-7.91;35.81;31.06;22.2;21.91
10/3/2019;19:00:00;0;27.83;92.6;-7.93;35.75;31.05;22.31;21.95
10/3/2019;19:30:00;0;26.89;89.9;-7.88;35.74;31.06;22.37;22
10/3/2019;20:00:00;2.6;24.65;97.7;-7.88;35.7;31.05;22.39;22.09
10/3/2019;20:30:00;1.2;24.7;97.8;-7.89;35.67;31.03;22.4;22.18
10/3/2019;21:00:00;0.4;24.24;98.7;-7.95;35.63;31.02;22.39;22.26
10/3/2019;21:30:00;0.4;23.54;98.7;-7.98;35.6;31.02;22.38;22.34
10/3/2019;22:00:00;1;23.4;99.3;-8.04;35.58;31;22.36;22.41
10/3/2019;22:30:00;0.8;23.57;99.7;-8.05;35.56;30.98;22.33;22.43
10/3/2019;23:00:00;0;23.79;100;-8.13;35.53;30.98;22.31;22.46
10/3/2019;23:30:00;0;23.62;100;-8.14;35.51;30.97;22.29;22.47
10/4/2019;00:00:00;0;23.69;100;-8.16;35.49;30.95;22.27;22.47
10/4/2019;00:30:00;0;23.52;100;-8.16;35.46;30.95;22.25;22.49
10/4/2019;01:00:00;0;23.59;100;-8.2;35.44;30.94;22.22;22.47
10/4/2019;01:30:00;0;23.59;100;-8.23;35.4;30.92;22.2;22.46
10/4/2019;02:00:00;0;23.74;100;-8.25;35.39;30.9;22.17;22.46
10/4/2019;02:30:00;0;23.86;100;-8.27;35.37;30.9;22.16;22.45
10/4/2019;03:00:00;0;23.69;100;-8.25;35.35;30.89;22.13;22.47
10/4/2019;03:30:00;0;23.47;100;-8.27;35.33;30.87;22.12;22.46
10/4/2019;04:00:00;0;23.26;100;-8.29;35.32;30.85;22.1;22.45
10/4/2019;04:30:00;0;23.21;100;-8.3;35.3;30.85;22.07;22.39
10/4/2019;05:00:00;0;22.85;100;-8.3;35.28;30.85;22.07;22.39
10/4/2019;05:30:00;0;22.51;100;-8.32;35.25;30.82;22.05;22.37
10/4/2019;06:00:00;0;22.58;100;-8.32;35.25;30.82;22.04;22.37
10/4/2019;06:30:00;0;22.8;100;-8.25;35.23;30.81;22.01;22.36
10/4/2019;07:00:00;0;22.42;100;-8.16;35.23;30.81;22;22.34
10/4/2019;07:30:00;0;22.23;100;-8.04;35.21;30.79;21.98;22.32
10/4/2019;08:00:00;0;22.11;100;-7.95;35.19;30.79;21.96;22.3
10/4/2019;08:30:00;0;21.89;100;-7.88;35.18;30.77;21.91;22.28
10/4/2019;09:00:00;0;22.08;100;-7.84;35.18;30.74;21.88;22.24
10/4/2019;09:30:00;0;21.87;100;-7.79;35.18;30.73;21.84;22.18
10/4/2019;10:00:00;0;21.75;100;-7.64;35.14;30.69;21.79;22.16
10/4/2019;10:30:00;0;21.58;100;-7.55;35.14;30.66;21.74;22.12
10/4/2019;11:00:00;0;21.51;100;-7.64;35.14;30.65;21.69;22.09
10/4/2019;11:30:00;0;21.32;100;-7.55;35.14;30.61;21.66;22.12
10/4/2019;12:00:00;0;21.46;100;-7.57;35.12;30.6;21.63;22.09
10/4/2019;12:30:00;0;21.89;100;-7.5;35.11;30.56;21.6;22.07
10/4/2019;13:00:00;0;22.82;100;-7.54;35.09;30.55;21.55;22.04
10/4/2019;13:30:00;0;23.93;100;-7.5;35.09;30.52;21.51;22
10/4/2019;14:00:00;0;24.87;100;-7.57;35.07;30.5;21.47;21.99
10/4/2019;14:30:00;0;25.45;100;-7.73;35.05;30.48;21.46;21.93
10/4/2019;15:00:00;0;26.01;98.4;-7.73;35.05;30.48;21.46;21.93
10/4/2019;15:30:00;0;27.73;93.6;-7.79;35.05;30.47;21.46;21.89
10/4/2019;16:00:00;0;28.27;88.8;-7.84;35.04;30.45;21.45;21.92
10/4/2019;16:30:00;0;30.42;80.5;-7.82;35.02;30.47;21.45;21.93
10/4/2019;17:00:00;0;28.34;92;-7.88;35.02;30.45;21.45;21.95
10/4/2019;17:30:00;0;29.39;87.7;-7.93;35;30.45;21.44;21.93
10/4/2019;18:00:00;0;29.11;91.6;-7.96;35;30.45;21.44;21.93
10/4/2019;18:30:00;0;29.87;84.4;-7.95;34.98;30.45;21.44;21.95
10/4/2019;19:00:00;0;29.82;87.7;-7.91;34.98;30.45;21.44;21.99
10/4/2019;19:30:00;0;30.42;84;-7.93;34.96;30.45;21.41;21.99
10/4/2019;20:00:00;0;30.27;84.7;-7.91;34.96;30.44;21.42;21.99
10/4/2019;20:30:00;0;27.38;93;-7.93;34.95;30.45;21.42;21.99
10/4/2019;21:00:00;0;27.73;92;-7.93;34.93;30.44;21.4;21.97
10/4/2019;21:30:00;0;26.92;93.8;-7.93;34.93;30.44;21.41;21.97
10/4/2019;22:00:00;0;26.43;96;-7.93;34.93;30.44;21.4;21.97
10/4/2019;22:30:00;0;26.33;94.8;-7.96;34.91;30.44;21.4;21.97
10/4/2019;23:00:00;0;25.87;96.9;-7.96;34.91;30.44;21.39;21.96
10/4/2019;23:30:00;0;25.45;96.2;-7.98;34.89;30.42;21.39;21.96
10/5/2019;00:00:00;0;24.92;97.6;-8.02;34.89;30.44;21.4;21.96
10/5/2019;00:30:00;0;25.23;97.3;-8.02;34.89;30.44;21.39;21.97
10/5/2019;01:00:00;0;25.38;97.8;-8.02;34.89;30.42;21.37;21.96
10/5/2019;01:30:00;0;25.38;98.2;-8;34.88;30.42;21.37;21.95
10/5/2019;02:00:00;0;25.36;99.2;-8.02;34.88;30.42;21.37;21.96
10/5/2019;02:30:00;0;25.31;98.8;-8.05;34.86;30.42;21.37;21.95
10/5/2019;03:00:00;0;25.21;99;-8.09;34.84;30.42;21.36;21.95
10/5/2019;03:30:00;0;25.19;99.1;-8.13;34.82;30.42;21.36;21.95
10/5/2019;04:00:00;0.2;25.06;99.7;-8.11;34.82;30.42;21.36;21.96
10/5/2019;04:30:00;0;24.82;99.7;-8.14;34.81;30.4;21.35;21.96
10/5/2019;05:00:00;0;24.82;100;-8.16;34.81;30.4;21.35;21.96
10/5/2019;05:30:00;0;24.68;99.8;-8.16;34.81;30.4;21.34;21.99
10/5/2019;06:00:00;0;24.41;99.8;-8.13;34.79;30.4;21.34;21.99
10/5/2019;06:30:00;0;24.36;100;-8.07;34.77;30.4;21.33;22.01
10/5/2019;07:00:00;0;24.24;100;-7.96;34.77;30.4;21.33;22.01
10/5/2019;07:30:00;0;24.34;100;-7.89;34.75;30.39;21.33;21.99
10/5/2019;08:00:00;0.4;24.32;100;-7.84;34.75;30.39;21.3;21.97
10/5/2019;08:30:00;98.6;24;100;-7.77;34.74;30.35;21.26;21.93
10/5/2019;09:00:00;0;23.74;100;-7.68;34.72;30.32;21.24;21.89
10/5/2019;09:30:00;0.4;23.45;100;-7.5;34.7;30.31;21.18;21.87
10/5/2019;10:00:00;1.2;23.28;100;-7.48;34.67;30.26;21.14;21.82
10/5/2019;10:30:00;0.2;23.21;100;-7.43;34.67;30.24;21.12;21.78
10/5/2019;11:00:00;0.8;23.04;100;-7.48;34.65;30.23;21.07;21.75
10/5/2019;11:30:00;0;22.82;100;-7.52;34.65;30.21;21.04;21.74
10/5/2019;12:00:00;0;23.11;100;-7.61;34.63;30.18;21.02;21.74
10/5/2019;12:30:00;0;23.62;100;-7.48;34.61;30.18;21.01;21.71
10/5/2019;13:00:00;0;24.68;100;-7.66;34.65;30.18;21.01;21.74
10/5/2019;13:30:00;0;25.23;99.2;-7.89;35.47;30.18;21.01;21.74
10/5/2019;14:00:00;0;25.89;97.7;-7.93;35.68;30.19;21.01;21.7
10/5/2019;14:30:00;0;26.45;95.6;-7.91;35.75;30.21;21.02;21.7
10/5/2019;15:00:00;0;27.68;93.2;-7.91;35.75;30.26;21.02;21.7
10/5/2019;15:30:00;0;29.77;82.6;-7.88;35.77;30.31;21.02;21.7
10/5/2019;16:00:00;0;30.8;83.6;-7.86;35.77;30.4;21.02;21.7
10/5/2019;16:30:00;0;31.59;74.4;-7.93;35.74;30.5;21.03;21.7
10/5/2019;17:00:00;0;31.03;77.8;-7.95;35.74;30.58;21.06;21.72
10/5/2019;17:30:00;0;29.51;81.2;-7.96;35.74;30.65;21.09;21.7
10/5/2019;18:00:00;0;28.54;90.4;-7.98;35.72;30.69;21.13;21.68
10/5/2019;18:30:00;0;30.19;85.9;-8.02;35.7;30.74;21.18;21.7
10/5/2019;19:00:00;4;24.65;97.2;-8;35.68;30.77;21.24;21.71
10/5/2019;19:30:00;3.2;24.63;97.8;-8.02;35.67;30.79;21.3;21.72
10/5/2019;20:00:00;0.2;24.63;98.9;-8.02;35.65;30.81;21.37;21.72
10/5/2019;20:30:00;0.4;24.48;98.6;-8.04;35.61;30.82;21.46;21.72
10/5/2019;21:00:00;0.2;24.29;99.8;-8.04;35.6;30.82;21.52;21.74
10/5/2019;21:30:00;0.2;24.65;99;-7.91;35.58;30.82;21.58;21.75
10/5/2019;22:00:00;0;24.85;99.9;-7.96;35.56;30.84;21.63;21.76
10/5/2019;22:30:00;0;24.53;99.9;-8.02;35.54;30.84;21.69;21.78
10/5/2019;23:00:00;0.2;24.44;100;-8.04;35.53;30.82;21.72;21.8
10/5/2019;23:30:00;0.2;24.39;100;-8.05;35.51;30.84;21.75;21.82
10/6/2019;00:00:00;0;24.22;100;-8.04;35.49;30.84;21.78;21.83
10/6/2019;00:30:00;0;23.98;100;-8.05;35.47;30.84;21.8;21.86
10/6/2019;01:00:00;0;24;100;-8.13;35.44;30.82;21.82;21.87
10/6/2019;01:30:00;0;23.81;100;-8.13;35.44;30.82;21.83;21.91
10/6/2019;02:00:00;0;23.88;100;-8.13;35.4;30.82;21.85;21.92
10/6/2019;02:30:00;0;23.88;100;-8.16;35.4;30.82;21.85;21.95
10/6/2019;03:00:00;0;23.76;100;-8.2;35.4;30.81;21.85;21.97
10/6/2019;03:30:00;0;23.79;100;-8.2;35.37;30.81;21.85;22.03
10/6/2019;04:00:00;0;23.62;100;-8.23;35.35;30.79;21.87;22.04
10/6/2019;04:30:00;0;23.28;100;-8.25;35.33;30.79;21.87;22.07
10/6/2019;05:00:00;0;23.16;100;-8.23;35.32;30.79;21.87;22.09
10/6/2019;05:30:00;0;23.06;100;-8.25;35.3;30.79;21.85;22.11
10/6/2019;06:00:00;0;23.11;100;-8.21;35.3;30.77;21.85;22.11
10/6/2019;06:30:00;0;23.18;100;-8.18;35.28;30.79;21.85;22.13
10/6/2019;07:00:00;0;23.04;100;-8.13;35.26;30.77;21.84;22.14
10/6/2019;07:30:00;0;22.87;100;-8.02;35.26;30.77;21.84;22.16
10/6/2019;08:00:00;0;22.87;100;-7.95;35.26;30.76;21.84;22.16
10/6/2019;08:30:00;0.2;22.44;100;-7.86;35.23;30.74;21.79;22.13
10/6/2019;09:00:00;0;22.39;100;-7.82;35.23;30.73;21.77;22.11
10/6/2019;09:30:00;0;22.32;100;-7.63;35.21;30.71;21.72;22.08
10/6/2019;10:00:00;0;22.08;100;-7.73;35.19;30.68;21.68;22.07
10/6/2019;10:30:00;0;22.01;100;-7.61;35.19;30.66;21.63;22.04
10/6/2019;11:00:00;0;22.01;100;-7.66;35.19;30.63;21.61;22.03
10/6/2019;11:30:00;0;22.01;100;-7.55;35.16;30.6;21.57;21.99
10/6/2019;12:00:00;0;22.23;100;-7.54;35.16;30.58;21.51;21.96
10/6/2019;12:30:00;0;22.66;100;-7.54;35.14;30.55;21.47;21.95
10/6/2019;13:00:00;0;23.14;100;-7.45;35.42;30.55;21.47;21.95
10/6/2019;13:30:00;0;24;100;-7.46;35.75;30.56;21.48;21.95
10/6/2019;14:00:00;0;24.97;100;-7.57;35.79;30.6;21.45;21.92
10/6/2019;14:30:00;0;25.72;98.6;-7.68;35.79;30.63;21.45;21.92
10/6/2019;15:00:00;0;26.38;95.9;-7.7;35.77;30.69;21.47;21.92
10/6/2019;15:30:00;0;28.59;95.1;-7.77;35.75;30.74;21.5;21.93
10/6/2019;16:00:00;0;27.11;97.2;-7.8;35.74;30.74;21.55;21.93
10/6/2019;16:30:00;0;29.61;91.2;-7.84;35.72;30.77;21.58;21.95
10/6/2019;17:00:00;0;28.32;92.4;-7.88;35.7;30.81;21.64;21.96
10/6/2019;17:30:00;0;29.24;89.8;-7.93;35.7;30.81;21.68;21.97
10/6/2019;18:00:00;0;29.41;88.1;-7.98;35.68;30.82;21.73;21.99
10/6/2019;18:30:00;0;29.69;85.8;-8;35.67;30.82;21.77;22
10/6/2019;19:00:00;4.8;26.79;97.7;-8;35.65;30.82;21.79;22.01
10/6/2019;19:30:00;0;29.14;94.9;-7.89;35.65;30.84;21.83;22.03
10/6/2019;20:00:00;0;29.09;89.6;-7.8;36.32;30.92;21.87;22.04
10/6/2019;20:30:00;0;27.95;93.8;-7.79;36.32;31.31;22.47;22.07
10/6/2019;21:00:00;0;27.31;96.7;-7.84;36.3;31.37;23.02;22.29
10/6/2019;21:30:00;0;27.06;97.2;-7.88;36.14;31.39;22.99;23.61
10/6/2019;22:00:00;0;26.4;97.2;-7.91;36.05;31.34;22.9;23.7
10/6/2019;22:30:00;0;26.18;97.8;-7.95;35.96;31.31;22.82;23.66
10/6/2019;23:00:00;0;25.89;98.4;-7.95;35.89;31.26;22.75;23.54
10/6/2019;23:30:00;0;25.21;97.8;-7.98;35.84;31.23;22.66;23.45
10/7/2019;00:00:00;0;24.63;98.7;-8;35.79;31.21;22.6;23.37
10/7/2019;00:30:00;0;24.41;98.6;-8.04;35.74;31.16;22.54;23.3
10/7/2019;01:00:00;0;24.63;99.3;-8.05;35.7;31.15;22.49;23.25
10/7/2019;01:30:00;1.8;23.3;99.9;-8.09;35.67;31.13;22.44;23.2
10/7/2019;02:00:00;4;23.11;100;-8.07;35.65;31.1;22.39;23.14
10/7/2019;02:30:00;1;23.23;100;-8.11;35.61;31.08;22.37;23.11
10/7/2019;03:00:00;1;22.87;100;-8.13;35.56;31.06;22.33;23.08
10/7/2019;03:30:00;0.2;22.82;100;-8.14;35.54;31.05;22.29;23.03
10/7/2019;04:00:00;0;22.9;100;-8.18;35.53;31.02;22.26;23
10/7/2019;04:30:00;0;22.8;100;-8.21;35.49;31;22.23;22.96
10/7/2019;05:00:00;0;22.97;100;-8.23;35.47;31;22.21;22.95
10/7/2019;05:30:00;0;22.82;100;-8.25;35.44;30.98;22.18;22.91
10/7/2019;06:00:00;0;22.82;100;-8.23;35.42;30.97;22.17;22.88
10/7/2019;06:30:00;0;22.56;100;-8.18;35.4;30.97;22.15;22.88
10/7/2019;07:00:00;0;22.37;100;-8.07;35.4;30.94;22.12;22.84
10/7/2019;07:30:00;0;22.27;100;-8.02;35.37;30.94;22.1;22.83
10/7/2019;08:00:00;0;22.27;100;-7.95;35.39;30.92;22.07;22.8
10/7/2019;08:30:00;0;22.23;100;-7.89;35.35;30.9;22.04;22.79
10/7/2019;09:00:00;0;22.15;100;-7.8;35.35;30.89;22;22.74
10/7/2019;09:30:00;0;22.01;100;-7.75;35.33;30.85;21.96;22.7
10/7/2019;10:00:00;0;22.01;100;-7.7;35.33;30.82;21.91;22.64
10/7/2019;10:30:00;0;21.82;100;-7.61;35.3;30.81;21.85;22.62
10/7/2019;11:00:00;0;21.63;100;-7.61;35.3;30.79;21.82;22.57
10/7/2019;11:30:00;0;21.6;100;-7.63;35.3;30.76;21.78;22.53
10/7/2019;12:00:00;0;21.72;100;-7.55;35.26;30.73;21.73;22.49
10/7/2019;12:30:00;0;22.27;100;-7.61;35.26;30.69;21.71;22.46
10/7/2019;13:00:00;0;23.42;100;-7.73;35.26;30.69;21.68;22.45
10/7/2019;13:30:00;0;24.12;100;-7.82;35.26;30.66;21.68;22.45
10/7/2019;14:00:00;0;24.73;100;-7.45;36.84;31.39;22.11;22.51
10/7/2019;14:30:00;0;25.28;100;-7.59;36.44;31.52;23.13;24.01
10/7/2019;15:00:00;0;26.65;97.3;-7.63;36.26;31.45;22.97;24.17
10/7/2019;15:30:00;0;27.31;97.6;-7.63;36.14;31.39;22.86;23.91
10/7/2019;16:00:00;0;27.38;94;-7.64;36.07;31.34;22.76;23.71
10/7/2019;16:30:00;0;28.82;95.4;-7.64;36.02;31.29;22.67;23.53
10/7/2019;17:00:00;0;28.79;89.7;-7.73;35.96;31.24;22.6;23.38
10/7/2019;17:30:00;0;28.42;92.6;-7.75;35.91;31.21;22.53;23.29
